hsanum,year,race_total_pop,race_black_pop,hispanic_total_pop,hispanic_pop,median_hh_income,employment_pop,employment_unemployed_pop,education_pop,education_nohs_pop
22003,2016,124982,3582,124982,5236,557673.0,99456,4919,83872,5640
22003,2017,125552,3336,125552,5761,570017.0,73865,4240,85644,5773
22004,2014,1612,943,1612,1414,936898.0,32589,2305,42037,2410
22004,2015,61593,1864,61593,2676,915536.0,32447,2282,43258,2100
22004,2016,62113,1717,62113,2406,865004.0,50029,1830,44338,2172
22004,2017,62667,1734,62667,2407,857112.0,33488,1606,44683,2092
22005,2014,303,1038,303,1591,987832.0,70228,5026,88111,4462
22005,2015,127727,1597,127727,3876,997088.0,69733,4625,88714,4429
22005,2016,128577,1491,128577,4533,1030363.0,105746,3957,89438,4098
22005,2017,129332,1266,129332,4923,1056721.0,69808,3368,90033,4134
22006,2014,33173,19337,33173,19971,2666728.0,495847,47111,574684,83265
22006,2015,873798,175292,873798,167894,2711261.0,502832,41478,588547,83857
22006,2016,882410,178844,882410,172677,2859314.0,745742,38264,599035,82722
22006,2017,895444,181152,895444,179139,3030321.0,520548,35009,614275,82946
22007,2014,4056,5588,4056,4586,1082803.0,145647,15625,174468,19987
22007,2015,264199,58016,264199,16554,1057574.0,146757,14457,176572,19760
22007,2016,265433,58632,265433,16868,1075093.0,214076,12657,177591,20231
22007,2017,266653,58737,266653,17120,1133449.0,149588,11440,178434,20378
22008,2014,33,413,33,327,95465.0,14261,1115,18214,1024
22008,2015,25467,868,25467,532,94518.0,14244,861,18334,1114
22008,2016,25698,1218,25698,531,92141.0,21093,741,18559,1268
22008,2017,26103,1339,26103,528,99254.0,14320,707,18879,914
22009,2014,3681,2674,3681,2667,487406.0,97710,5955,113114,6467
22009,2015,163800,12844,163800,13563,511274.0,100130,5435,114008,6180
22009,2016,165490,12940,165490,13749,532070.0,143698,5336,114973,6294
22009,2017,168703,13034,168703,14048,559079.0,103123,4987,117508,6098
22010,2014,318,393,318,533,174272.0,12323,986,15270,1491
22010,2015,21745,830,21745,2519,225366.0,11933,822,15273,1489
22010,2016,21819,787,21819,2647,158713.0,18311,644,15303,1536
22010,2017,21833,784,21833,2797,172992.0,11922,536,15380,1456
22011,2014,986,1297,986,1914,1366646.0,55147,3028,74228,2343
22011,2015,109411,1867,109411,3905,1403971.0,56257,2703,75400,2180
22011,2016,109939,2329,109939,3682,1418316.0,85447,2376,75772,1989
22011,2017,110637,2599,110637,3932,1486680.0,57488,2215,76743,2075
22013,2014,40,1188,40,1043,51133.0,25044,2534,28995,5563
22013,2015,43717,8166,43717,9437,50718.0,25317,2260,29318,5933
22013,2016,44496,8669,44496,9781,52427.0,35629,1846,29588,5704
22013,2017,44993,8766,44993,10352,57143.0,25596,1836,30357,6128
22014,2014,5033,1889,5033,2482,735685.0,83892,9881,116382,25563
22014,2015,162626,3970,162626,8658,757196.0,83765,8815,116806,24532
22014,2016,162795,4477,162795,9617,773445.0,134615,8081,117491,23882
22014,2017,163173,5457,163173,9374,778417.0,83374,6721,117783,23134
22015,2014,6744,1440,6744,1430,1044805.0,44959,3578,64478,3124
22015,2015,74107,1952,74107,1574,951035.0,39008,2494,54693,2551
22015,2016,74213,1610,74213,1928,1022002.0,62475,2219,55017,2448
22015,2017,74158,1614,74158,1968,957971.0,39435,1972,55641,2584
22016,2014,388,582,388,1379,297187.0,29927,3178,36916,5239
22016,2015,56602,1935,56602,10154,307664.0,30332,3138,37147,5439
22016,2016,56663,1854,56663,11004,328478.0,45507,2688,37057,5362
22016,2017,56975,1920,56975,11641,329871.0,30064,2497,37488,5380
22018,2014,1386,560,1386,906,564740.0,30348,2586,39825,4386
22018,2015,57077,774,57077,2231,552154.0,30436,2326,40050,4286
22018,2016,57297,746,57297,2112,586083.0,46136,1943,40272,4053
22018,2017,57738,818,57738,2608,591146.0,31502,1711,40771,3828
22019,2014,45,329,45,518,130517.0,20036,1916,27428,2569
22019,2015,36510,417,36510,704,126344.0,20117,1735,27424,2636
22019,2016,36713,432,36713,724,132365.0,31367,1243,28098,2400
22019,2017,37042,404,37042,720,137363.0,19933,1195,28343,2202
22020,2014,2925,389,2925,708,831674.0,12024,788,16593,1693
22020,2015,22352,419,22352,1201,784444.0,12274,815,16913,1565
22020,2016,22187,325,22187,984,838650.0,19210,774,16795,1452
22020,2017,21680,342,21680,1222,871915.0,11612,562,16537,1473
22021,2014,3652,641,3652,1191,1487981.0,35336,2344,44769,3475
22021,2015,61149,904,61149,2437,1596285.0,34874,2134,45039,3279
22021,2016,60975,867,60975,2429,1641277.0,51272,1960,45153,3028
22021,2017,62160,1014,62160,2543,1781850.0,35083,1904,46484,3046
22022,2014,2377,799,2377,2350,635919.0,51562,4366,64631,6173
22022,2015,93948,1583,93948,12218,639775.0,52438,4011,65434,6021
22022,2016,94163,1791,94163,12471,654580.0,76255,3567,65492,5771
22022,2017,94885,2141,94885,14469,682543.0,53270,2980,66044,5508
22023,2014,616,935,616,1469,237958.0,33709,3644,44405,7406
22023,2015,67267,2942,67267,21389,235578.0,33951,3480,44521,7264
22023,2016,66888,2756,66888,21774,232302.0,54946,2874,44646,6724
22023,2017,67021,2428,67021,22308,237949.0,33338,2787,45157,6850
22024,2014,10244,2423,10244,2381,1995116.0,66457,5253,101580,5293
22024,2015,142946,3619,142946,3977,1864729.0,73512,5320,111687,5680
22024,2016,142871,4002,142871,3733,2124113.0,124549,4786,111788,5319
22024,2017,142416,4244,142416,3901,2180178.0,72951,4079,111762,4860
22025,2014,2421,1736,2421,3671,320292.0,70856,7279,87732,15721
22025,2015,142691,7174,142691,62965,323888.0,72867,7030,89302,16127
22025,2016,143991,7800,143991,64164,333833.0,111169,7200,90343,16834
22025,2017,145030,6774,145030,65985,354377.0,75326,5864,91809,16867
22026,2014,44,551,44,790,59248.0,23263,2348,29163,3848
22026,2015,41206,1932,41206,6304,58946.0,23089,2111,29103,3935
22026,2016,41336,1815,41336,6798,56577.0,33340,1511,29116,3826
22026,2017,41446,2200,41446,7365,57610.0,22389,1303,28747,3926
22027,2014,6785,3927,6785,5115,1150649.0,165119,13436,200971,23364
22027,2015,298609,10247,298609,25274,1171461.0,166394,12385,203211,22793
22027,2016,300805,11298,300805,27425,1198376.0,241772,10916,204101,22060
22027,2017,303580,12076,303580,29267,1238330.0,168177,9727,206773,22400
22028,2014,31,114,31,378,61410.0,10857,774,15724,2422
22028,2015,21348,300,21348,1306,63548.0,10992,789,15750,2536
22028,2016,21352,251,21352,1409,64537.0,17726,709,15787,2606
22028,2017,21331,321,21331,1671,67715.0,11199,605,15850,2589
22029,2014,3370,2241,3370,3405,363534.0,56844,5719,70267,11992
22029,2015,108010,12073,108010,32902,372680.0,57652,4953,70739,12141
22029,2016,108644,12191,108644,35400,387997.0,84266,4335,71121,12636
22029,2017,109919,12538,109919,36648,405834.0,58687,3723,72663,13031
22030,2014,100,1105,100,1160,55407.0,35665,3894,42180,6339
22030,2015,60725,8863,60725,6246,54883.0,35317,3407,43075,6057
22030,2016,60812,9278,60812,5871,60045.0,50540,2626,43629,6123
22030,2017,61375,10593,61375,5725,62283.0,34867,2091,44032,5927
22031,2014,116,437,116,1648,289967.0,37652,2446,45688,4729
22031,2015,64094,1233,64094,6538,295221.0,37604,1909,45665,4509
22031,2016,64338,1540,64338,8047,303819.0,52202,1624,45896,4584
22031,2017,64781,1341,64781,6679,310801.0,38083,1613,46501,3857
22032,2014,512,716,512,698,77945.0,35063,2387,41295,3655
22032,2015,59166,5422,59166,3558,76596.0,35168,2030,41367,3525
22032,2016,59348,5464,59348,3332,79572.0,51606,1947,41151,3267
22032,2017,59779,5137,59779,3190,86459.0,35771,1699,41630,3215
22033,2014,261,733,261,1076,248244.0,47190,3162,59039,4020
22033,2015,81120,1625,81120,3055,249102.0,47318,2822,59468,4349
22033,2016,81622,1910,81622,3249,258558.0,67490,2573,60018,4339
22033,2017,82619,2065,82619,3274,268959.0,48813,2541,60928,4393
22034,2014,58,673,58,1062,146982.0,44105,3402,53116,5449
22034,2015,77460,1981,77460,12868,151147.0,45155,3345,53479,5374
22034,2016,77989,2001,77989,13982,152333.0,63714,3088,54132,5507
22034,2017,78626,2381,78626,15348,154727.0,46720,2711,54419,5522
22037,2014,51,528,51,448,113087.0,14146,789,16927,463
22037,2015,27303,4044,27303,1306,116444.0,14590,779,17256,542
22037,2016,27351,3764,27351,1177,122516.0,21428,691,17376,717
22037,2017,27527,4136,27527,1094,126000.0,14491,566,17452,761
22038,2014,279,477,279,439,170349.0,6352,206,7532,426
22038,2015,10556,995,10556,1074,167535.0,6363,192,7617,397
22038,2016,10694,726,10694,1268,150219.0,8714,225,7785,415
22038,2017,10912,909,10912,943,92327.0,6679,251,7931,464
22039,2014,2153,2907,2153,4396,1745279.0,137146,8359,167985,9588
22039,2015,248047,7969,248047,18476,1753567.0,138212,7300,168931,9584
22039,2016,250115,7879,250115,18464,1814415.0,196888,6534,171830,9826
22039,2017,252422,8072,252422,20501,1909907.0,142136,6117,173412,9731
22040,2014,848,409,848,423,250849.0,15355,774,19884,410
22040,2015,29853,645,29853,758,257109.0,15694,875,20004,409
22040,2016,30167,630,30167,844,270379.0,23186,782,19963,399
22040,2017,30429,632,30429,823,274241.0,15455,656,20270,458
22041,2014,4736,2031,4736,2931,605052.0,85704,8782,113973,26974
22041,2015,166592,8227,166592,18845,613680.0,86334,8268,114487,26298
22041,2016,167066,7318,167066,19602,631881.0,137179,7521,114846,24712
22041,2017,167128,6868,167128,20721,604944.0,85172,6731,115176,23594
22042,2014,991,509,991,1017,779724.0,43059,3257,54390,3119
22042,2015,76144,545,76144,1537,755890.0,42973,2883,55675,3114
22042,2016,76856,609,76856,1336,766880.0,63848,2692,56304,3027
22042,2017,77529,612,77529,1577,791715.0,43932,2516,57141,2852
22043,2014,5009,1442,5009,2156,1254387.0,46272,2678,57009,1690
22043,2015,88561,2794,88561,4415,1305216.0,46528,2292,57392,1585
22043,2016,89657,2700,89657,4554,1350029.0,70335,2191,58027,1779
22043,2017,89517,2700,89517,4888,1402604.0,46776,1931,57481,1787
22044,2014,90,347,90,523,344964.0,29568,1958,36147,1893
22044,2015,55445,947,55445,1543,352209.0,29544,1777,36730,1779
22044,2016,55798,1047,55798,1821,347191.0,43796,1727,36847,1775
22044,2017,55828,1217,55828,1827,358516.0,29776,1493,36927,1721
22045,2014,726,376,726,386,424725.0,17514,1650,23440,2845
22045,2015,34553,534,34553,1027,346410.0,17595,1363,23143,2717
22045,2016,34313,669,34313,1214,338146.0,29390,1500,22990,2902
22045,2017,34210,723,34210,1177,360981.0,17787,1345,22798,2845
22046,2014,4636,1222,4636,2049,1032192.0,61499,4671,63198,3605
22046,2015,109838,3433,109838,6545,1055957.0,62406,4849,63581,3314
22046,2016,110116,3695,110116,6358,1123750.0,97032,4672,63512,3093
22046,2017,109178,4052,109178,6354,1079438.0,60333,4183,63089,3034
22047,2014,2231,1960,2231,1773,814583.0,68608,4184,88116,3828
22047,2015,126599,4554,126599,4584,827405.0,69889,4082,88911,4033
22047,2016,127595,4574,127595,5153,845299.0,101321,4028,89891,4352
22047,2017,128498,5577,128498,5690,902572.0,71734,3681,90220,3913
22048,2014,633,319,633,102,320581.0,9177,469,12582,839
22048,2015,16973,566,16973,133,329261.0,9281,485,12701,867
22048,2016,17084,634,17084,286,332281.0,14334,390,12677,913
22048,2017,17241,672,17241,280,362344.0,9443,282,12693,436
22049,2014,1111,128,1111,345,248132.0,11628,1258,14990,1548
22049,2015,20996,67,20996,432,248921.0,11558,1095,15254,1491
22049,2016,21026,204,21026,428,215234.0,17329,949,15037,1253
22049,2017,21116,264,21116,651,274586.0,11696,834,15534,1254
22051,2014,5118,1133,5118,1434,1900729.0,51454,4963,70082,5668
22051,2015,95208,3102,95208,3442,1846368.0,51470,4871,70054,5784
22051,2016,94683,2724,94683,3486,1862454.0,79163,4149,70097,5706
22051,2017,94279,2780,94279,3642,2005950.0,51390,3470,70617,5614
22052,2014,257,997,257,882,450826.0,54602,4259,70484,3849
22052,2015,100533,1736,100533,1821,447509.0,54895,3923,71018,3773
22052,2016,101236,1531,101236,2111,448889.0,82692,3462,71711,3688
22052,2017,102006,1637,102006,2064,458497.0,54712,2737,73045,3507
22053,2014,1774,987,1774,629,123976.0,44758,4401,55256,6512
22053,2015,75566,3698,75566,2717,131867.0,45236,3641,55808,6267
22053,2016,75450,4082,75450,2551,133222.0,64441,3182,56040,6208
22053,2017,75975,4331,75975,2519,149187.0,45639,2891,56925,6263
22054,2014,345,1306,345,2076,318293.0,71072,4975,91149,7342
22054,2015,128548,4153,128548,12735,322520.0,71339,4355,91158,7056
22054,2016,129379,4408,129379,12902,331069.0,107084,4035,91861,7266
22054,2017,130455,4699,130455,13713,345590.0,72240,3740,93283,7439
22055,2014,2805,1700,2805,1807,202670.0,49843,3219,55589,6172
22055,2015,76488,5896,76488,7494,218951.0,51571,2849,57440,6172
22055,2016,77281,5438,77281,7288,236947.0,68905,2773,58726,6043
22055,2017,77885,5161,77885,7752,260871.0,55003,2565,59565,5725
22056,2014,3401,2563,3401,2379,1220666.0,130172,9960,165515,7939
22056,2015,238153,5127,238153,4942,1252892.0,130755,8968,167812,8200
22056,2016,239375,5408,239375,4792,1267260.0,192189,8055,169104,7968
22056,2017,240257,5225,240257,4977,1386659.0,132890,7473,170369,7833
22057,2014,1187,487,1187,1190,476116.0,25986,2174,32823,3477
22057,2015,47350,582,47350,5873,492907.0,26027,2092,32868,3289
22057,2016,47482,710,47482,6182,502766.0,38259,1928,32873,3151
22057,2017,47794,681,47794,6486,513697.0,26147,1909,33419,3165
22058,2014,11989,6966,11989,11065,1067348.0,154874,17687,205870,34886
22058,2015,316168,37019,316168,80786,1059950.0,156709,16071,207244,33387
22058,2016,316498,36841,316498,83441,1069343.0,251503,14382,208565,32886
22058,2017,317090,37712,317090,85263,1105264.0,155444,12974,209987,32870
22059,2014,29,208,29,231,76218.0,12624,746,16268,1120
22059,2015,21752,288,21752,753,78099.0,12956,729,16318,1037
22059,2016,21831,359,21831,600,83783.0,18409,648,16558,878
22059,2017,21967,465,21967,727,90320.0,12949,524,16527,947
22060,2014,61,486,61,298,74688.0,15974,1365,20259,1944
22060,2015,28110,3875,28110,967,76179.0,16072,1144,20348,2039
22060,2016,28260,3981,28260,1162,75109.0,23453,968,20524,1854
22060,2017,28338,4045,28338,1265,78343.0,16444,1039,20513,1905
22061,2014,2026,1728,2026,1747,628615.0,64541,6153,81705,10739
22061,2015,118460,4351,118460,5022,629947.0,64923,5260,83050,10070
22061,2016,119360,4967,119360,4211,673217.0,97161,4557,84871,9416
22061,2017,120334,5504,120334,4801,687000.0,66257,3575,85578,8946
22062,2014,2603,1356,2603,2263,424392.0,41857,2501,49411,4573
22062,2015,74288,3995,74288,8697,431922.0,43053,2506,50562,4402
22062,2016,74627,3990,74627,8833,441936.0,63619,2228,50060,3842
22062,2017,74839,4280,74839,9211,451634.0,43532,2035,50537,3971
22063,2014,1857,358,1857,716,427338.0,19738,1662,25208,2195
22063,2015,36649,236,36649,745,431697.0,19821,1468,25220,2112
22063,2016,36739,246,36739,937,455280.0,29896,1443,25563,2013
22063,2017,36769,137,36769,1065,501471.0,20442,1176,25583,1802
22064,2014,2883,417,2883,519,410847.0,16650,1698,21861,1780
22064,2015,30452,638,30452,526,410840.0,16167,1284,21335,1760
22064,2016,30557,727,30557,628,430488.0,24742,1208,21488,1786
22064,2017,30397,759,30397,786,424421.0,15915,992,21667,1728
22065,2014,46,505,46,585,116703.0,15582,1568,19231,2796
22065,2015,28342,979,28342,1842,114396.0,15502,1552,19233,2607
22065,2016,28446,974,28446,2141,113796.0,23160,1400,19134,2588
22065,2017,28563,973,28563,2255,116388.0,15497,1376,19250,2386
22066,2014,1747,641,1747,912,460662.0,32156,2676,38218,3444
22066,2015,59057,944,59057,3533,430152.0,32761,2575,38618,3272
22066,2016,59028,851,59028,3263,463842.0,49057,2330,38936,2907
22066,2017,59225,755,59225,3593,424956.0,32319,1872,39396,3179
22067,2014,458,1317,458,1308,538290.0,69799,4410,86878,4082
22067,2015,125073,2893,125073,2878,555530.0,70514,4063,87482,3756
22067,2016,125987,2965,125987,2900,566077.0,100260,3525,88211,3682
22067,2017,126984,3601,126984,2841,593905.0,72550,3023,89769,3537
22068,2014,32,183,32,844,64169.0,10218,908,13512,725
22068,2015,17962,298,17962,1490,61919.0,10180,717,13503,704
22068,2016,18031,283,18031,2177,62997.0,14913,532,13589,708
22068,2017,18391,348,18391,2100,69928.0,10601,536,13910,780
22070,2014,16946,8314,16946,12704,3650773.0,258040,20834,318875,31055
22070,2015,481562,28732,481562,48855,3638316.0,259765,18952,322605,30817
22070,2016,483341,30614,483341,50101,3772356.0,391124,16936,325603,30646
22070,2017,486443,30544,486443,50452,3832780.0,261428,14917,330420,30571
22072,2014,2072,743,2072,900,462424.0,41557,2475,54728,2033
22072,2015,76828,1298,76828,2039,485857.0,41700,2165,55339,2034
22072,2016,77344,1199,77344,2220,502055.0,61596,1954,55539,1745
22072,2017,78331,1122,78331,2630,532915.0,42674,1751,56100,1460
23002,2014,2700,368,2700,851,509971.0,31135,3592,44211,5332
23002,2015,66038,2410,66038,6435,457527.0,30520,3113,44051,5374
23002,2016,65390,2737,65390,6544,515059.0,52887,2625,43959,5022
23002,2017,64964,2478,64964,6715,560042.0,29982,1898,44097,4740
23003,2014,307,353,307,168,32794.0,6445,930,8787,1124
23003,2015,14037,2887,14037,560,33051.0,6348,688,8557,1146
23003,2016,13886,2564,13886,654,34515.0,11249,594,8512,1091
23003,2017,14084,2905,14084,891,36113.0,6334,553,8547,1049
23004,2014,1421,503,1421,596,185344.0,12294,1062,18335,2172
23004,2015,27696,1268,27696,1761,191437.0,12701,873,18623,2027
23004,2016,27466,1216,27466,1760,204107.0,21574,769,18375,2058
23004,2017,27542,1054,27542,1897,202505.0,13068,603,18107,1774
23005,2014,2454,805,2454,931,453337.0,22754,2446,34428,3739
23005,2015,50920,2506,50920,2694,460786.0,22027,2015,34314,3638
23005,2016,50759,2470,50759,2843,476434.0,41188,1800,34171,3426
23005,2017,50536,2443,50536,2882,490989.0,21310,1591,34232,3300
23006,2014,2219,141,2219,259,566025.0,19322,2170,32994,3725
23006,2015,43747,202,43747,507,574417.0,19175,1917,32967,3475
23006,2016,43398,211,43398,544,578992.0,36683,1619,32847,3243
23006,2017,43350,210,43350,536,608377.0,19138,1360,32913,3103
23007,2014,15045,7181,15045,6188,1462796.0,317979,25859,382221,22991
23007,2015,596569,61398,596569,21696,1488332.0,319279,22066,384491,22268
23007,2016,601568,61292,601568,21891,1475217.0,489533,19360,389132,21724
23007,2017,606436,61854,606436,22551,1664467.0,325380,17173,393878,20635
23008,2014,1112,110,1112,243,335158.0,8349,845,12698,1644
23008,2015,16891,105,16891,276,298409.0,7919,656,12121,1490
23008,2016,16796,92,16796,282,304944.0,13736,516,12078,1305
23008,2017,16479,73,16479,283,313473.0,7773,434,11856,1358
23009,2014,5302,1712,5302,1414,605130.0,52716,6125,74979,8367
23009,2015,110067,11852,110067,5084,607284.0,51834,5492,74744,7556
23009,2016,109943,11997,109943,5251,617793.0,87277,4534,74933,7111
23009,2017,109326,11630,109326,5324,655514.0,51357,3820,74691,6691
23010,2014,4358,576,4358,1537,683576.0,55376,5946,81508,9161
23010,2015,113458,1435,113458,5547,673545.0,54162,5198,80094,8570
23010,2016,112772,1573,112772,5642,694023.0,92067,4373,79886,8456
23010,2017,111921,1733,111921,5737,704294.0,53072,3959,79511,8150
23011,2014,304,55,304,38,52283.0,681,35,1137,127
23011,2015,1463,30,1463,50,58897.0,744,21,1136,99
23011,2016,1553,78,1553,52,62500.0,1308,19,1163,109
23011,2017,1624,90,1624,47,68026.0,864,15,1123,124
23012,2014,1744,411,1744,206,236857.0,15048,2221,18169,1649
23012,2015,31839,1060,31839,556,214799.0,15177,1841,18637,1666
23012,2016,34964,1116,34964,549,329059.0,29690,1655,20990,2007
23012,2017,32131,1021,32131,597,275216.0,15201,1258,18928,1689
23013,2014,2353,197,2353,483,517995.0,24916,2783,37892,4690
23013,2015,54853,265,54853,1123,515810.0,24597,2395,38048,4673
23013,2016,54977,316,54977,1153,520874.0,43802,2049,38136,4714
23013,2017,55229,322,55229,1191,547955.0,24616,1728,38319,4561
23014,2014,383,77,383,192,42707.0,5802,633,8952,1031
23014,2015,12283,102,12283,659,42575.0,5767,528,8882,1011
23014,2016,12155,103,12155,634,42852.0,10112,496,8882,1053
23014,2017,12263,166,12263,466,43481.0,5743,478,8835,954
23015,2014,1511,308,1511,481,403859.0,6295,719,11150,1399
23015,2015,15841,1054,15841,797,430560.0,6283,645,11089,1498
23015,2016,15477,1073,15477,668,413782.0,12734,523,10964,1488
23015,2017,15543,1114,15543,722,387756.0,5675,424,10915,1437
23016,2014,657,67,657,154,169326.0,4449,502,6691,929
23016,2015,9904,79,9904,274,177603.0,4450,443,6810,871
23016,2016,9381,73,9381,243,178546.0,7539,321,6572,820
23016,2017,9452,46,9452,302,183893.0,4371,266,6613,793
23017,2014,888,100,888,233,181484.0,8982,922,13511,1298
23017,2015,18355,70,18355,399,180671.0,8789,740,13376,1171
23017,2016,18359,76,18359,433,191084.0,15182,730,13362,1065
23017,2017,18291,79,18291,408,208625.0,8736,578,13431,926
23018,2014,797,211,797,364,156816.0,13952,1476,19413,1691
23018,2015,29031,200,29031,1212,160690.0,13959,1091,19490,1566
23018,2016,29223,247,29223,1177,161845.0,23299,1027,19550,1579
23018,2017,29096,332,29096,1149,168137.0,13900,837,19469,1665
23019,2014,711,105,711,89,208676.0,7501,1299,12179,1367
23019,2015,16292,188,16292,290,208071.0,7450,1117,12135,1314
23019,2016,20141,245,20141,369,250939.0,16982,1243,15083,1721
23019,2017,20006,233,20006,347,267420.0,9113,1043,15036,1499
23020,2014,1197,118,1197,412,198438.0,11898,915,16607,1121
23020,2015,23557,151,23557,765,204316.0,12054,826,16872,1107
23020,2016,23801,153,23801,713,207436.0,19318,680,17016,1087
23020,2017,23605,185,23605,653,204474.0,12053,570,16764,991
23021,2014,1619,138,1619,354,223312.0,16067,2487,27827,4146
23021,2015,38649,165,38649,752,227213.0,16141,2076,27876,4043
23021,2016,33255,159,33255,600,189632.0,27407,1664,24176,3742
23021,2017,38575,186,38575,700,249503.0,16146,1643,28095,3884
23022,2014,1499,190,1499,511,212451.0,19328,1740,29698,3726
23022,2015,42930,1054,42930,1847,218880.0,19577,1362,29500,3355
23022,2016,42751,1017,42751,1823,228181.0,34030,1017,29527,3334
23022,2017,42746,1063,42746,1924,233000.0,19570,892,29713,3163
23023,2014,286,45,286,50,99130.0,1932,148,3561,314
23023,2015,4484,20,4484,59,96080.0,1899,147,3475,307
23023,2016,4437,26,4437,86,103432.0,3810,123,3460,300
23023,2017,4465,29,4465,92,107372.0,1765,100,3440,303
23024,2014,3768,2076,3768,1959,351951.0,67774,8052,99052,16502
23024,2015,154010,7090,154010,8714,347359.0,67139,6615,98097,16048
23024,2016,153820,6982,153820,8987,357175.0,116452,5592,97713,16085
23024,2017,153251,7160,153251,8709,375742.0,67827,4953,96896,15988
23025,2014,472,44,472,112,185820.0,2150,251,3087,385
23025,2015,5028,9,5028,122,231227.0,2489,220,3639,481
23025,2016,5147,7,5147,155,226889.0,4188,167,3698,500
23025,2017,4972,5,4972,136,228326.0,2384,129,3655,542
23026,2014,34214,31632,34214,8296,925138.0,350727,87085,524050,110187
23026,2015,821713,584841,821713,55569,919453.0,346737,78629,523593,107112
23026,2016,814911,577093,814911,54090,942988.0,635438,69700,521231,103043
23026,2017,810648,571905,810648,54105,991664.0,344459,62241,522623,99971
23027,2014,435,358,435,227,37859.0,6843,889,10000,1116
23027,2015,14637,1100,14637,994,38991.0,6789,892,9865,1085
23027,2016,14238,1083,14238,978,40382.0,11368,798,9754,1115
23027,2017,14363,1148,14363,1109,42403.0,6822,650,9952,1168
23029,2014,1756,242,1756,261,460507.0,18579,1997,28057,2556
23029,2015,39018,126,39018,461,455235.0,18205,1621,27991,2318
23029,2016,38675,116,38675,499,483357.0,31533,1343,27806,2149
23029,2017,38523,123,38523,470,507347.0,17915,1189,27798,1818
23030,2014,3651,2493,3651,1217,390223.0,55559,4104,71967,4363
23030,2015,104890,16970,104890,2772,403178.0,56469,3422,72924,4238
23030,2016,105367,17589,105367,3042,391654.0,83623,3037,73448,4169
23030,2017,105329,18026,105329,3076,405179.0,56666,2795,73257,4188
23031,2014,16856,9581,16856,5433,1395055.0,215131,32098,317269,33390
23031,2015,472400,85501,472400,14620,1408460.0,214418,27076,317597,32931
23031,2016,469224,84082,469224,14941,1444358.0,372677,24580,317158,31673
23031,2017,466870,83046,466870,15070,1489024.0,215008,22166,317216,30774
23032,2014,347,19,347,77,87083.0,1779,150,3049,286
23032,2015,3882,5,3882,129,92350.0,1678,160,3065,279
23032,2016,3786,8,3786,139,85558.0,3315,132,3038,262
23032,2017,3760,2,3760,85,87017.0,1554,94,3070,221
23033,2014,1434,266,1434,618,223402.0,11977,1564,19532,2949
23033,2015,27957,496,27957,1501,233846.0,11725,1129,19379,2817
23033,2016,26982,508,26982,1226,201650.0,21688,984,18765,2568
23033,2017,26899,480,26899,1238,203644.0,11138,766,18679,2339
23034,2014,683,740,683,571,95150.0,30368,3698,43239,5510
23034,2015,64056,4157,64056,1946,93870.0,30141,3020,42921,5771
23034,2016,62986,4412,62986,2067,97610.0,50316,2252,42118,5503
23034,2017,62993,3895,62993,2184,102410.0,29287,1859,42333,5598
23035,2014,1141,87,1141,133,196925.0,13927,1790,22258,2251
23035,2015,30914,101,30914,443,201273.0,13988,1313,22432,2292
23035,2016,30844,114,30844,441,205796.0,25551,1104,22382,2262
23035,2017,30729,107,30729,499,216334.0,13822,1045,22352,2248
23036,2014,349,80,349,51,36734.0,5805,749,11725,1915
23036,2015,16116,83,16116,167,36970.0,5916,656,11715,1967
23036,2016,15756,77,15756,162,39028.0,12909,572,11440,1827
23036,2017,15507,80,15507,170,39947.0,5526,483,11407,1712
23038,2014,1041,148,1041,749,162186.0,27708,2425,35749,2435
23038,2015,53269,180,53269,1465,163692.0,28328,2196,36551,2310
23038,2016,53550,195,53550,1927,170283.0,42646,1929,36866,2294
23038,2017,53861,166,53861,2054,186207.0,28232,1514,37209,2274
23039,2014,31808,11194,31808,15117,2974745.0,431001,38212,524770,54290
23039,2015,834922,62666,834922,69632,2992359.0,437344,33460,533429,54449
23039,2016,844111,62828,844111,71602,3076155.0,656539,28076,541203,54510
23039,2017,853225,63859,853225,73133,3208123.0,450345,24211,549740,53677
23040,2014,1521,158,1521,277,257898.0,13633,1897,26442,3461
23040,2015,34409,112,34409,534,252759.0,13523,1716,26466,2939
23040,2016,34369,118,34369,548,257865.0,29295,1612,26440,2870
23040,2017,34464,162,34464,589,252601.0,13382,1548,26475,2827
23041,2014,573,36,573,194,41453.0,7473,809,12078,1332
23041,2015,17925,28,17925,614,42083.0,7815,720,12232,1493
23041,2016,18016,26,18016,559,45034.0,14252,566,12390,1436
23041,2017,18130,40,18130,710,46110.0,8388,470,12414,1316
23042,2014,548,979,548,324,194229.0,23661,1840,32482,836
23042,2015,46954,3720,46954,944,192422.0,23465,1435,32338,862
23042,2016,46500,3811,46500,944,195704.0,36692,1439,32277,726
23042,2017,46440,3944,46440,908,202970.0,23747,1209,32257,812
23044,2014,1964,156,1964,253,420548.0,12006,965,13952,999
23044,2015,24607,261,24607,355,382383.0,11380,693,13274,920
23044,2016,24824,261,24824,370,387564.0,20629,733,13338,923
23044,2017,24934,242,24934,395,397320.0,11407,680,13269,949
23045,2014,284,14,284,81,78824.0,2347,251,3878,520
23045,2015,5141,5,5141,139,77638.0,2222,195,3757,474
23045,2016,5050,10,5050,128,77644.0,4180,176,3761,465
