hsanum,year,race_total_pop,race_black_pop,hispanic_total_pop,hispanic_pop,median_hh_income,employment_pop,employment_unemployed_pop,education_pop,education_nohs_pop
16098,2017,155874,4357,155874,25071,2640651.0,82236,4188,99391,14472
16099,2014,1748,142,1748,203,668421.0,11851,501,15642,1057
16099,2015,22397,140,22397,716,646701.0,11895,420,15725,1090
16099,2016,22497,93,22497,748,715710.0,17827,379,15728,1134
16099,2017,22428,152,22428,849,655592.0,11687,380,15600,1065
16100,2014,1004,54,1004,241,329498.0,8983,464,12283,625
16100,2015,16419,51,16419,269,324345.0,8921,338,12265,639
16100,2016,16404,60,16404,293,335160.0,13582,300,12224,523
16100,2017,16346,88,16346,311,335491.0,9077,257,12218,533
16101,2014,1603,249,1603,588,511373.0,12707,531,15129,2904
16101,2015,22484,605,22484,5136,478431.0,12178,446,14148,2828
16101,2016,22302,638,22302,5230,484134.0,17164,534,14037,2932
16101,2017,22159,601,22159,5241,533548.0,12107,589,13950,2727
16103,2014,233,17,233,17,56750.0,1862,125,2437,178
16103,2015,3529,18,3529,22,59663.0,1886,104,2494,147
16103,2016,3666,10,3666,36,62902.0,2991,97,2534,154
16103,2017,3507,0,3507,42,63125.0,1913,117,2482,103
16105,2014,559,83,559,186,152356.0,5834,360,7707,684
16105,2015,10362,154,10362,753,101745.0,5518,322,7339,588
16105,2016,10822,157,10822,807,98474.0,8720,344,7545,548
16105,2017,10484,171,10484,804,102252.0,5503,253,7326,465
16106,2014,8605,2090,8605,1892,1857179.0,68372,4992,87787,9202
16106,2015,127994,11414,127994,5033,1828290.0,67081,4444,86760,8572
16106,2016,127738,10913,127738,5026,1899229.0,100845,4151,86965,8177
16106,2017,128027,10786,128027,5169,1920188.0,67031,3467,87050,7919
16107,2014,281,13,281,48,48000.0,3157,273,4206,551
16107,2015,5607,0,5607,43,45093.0,3022,224,4032,526
16107,2016,5774,0,5774,31,46304.0,4720,169,4120,527
16107,2017,5901,0,5901,30,49228.0,3211,84,4111,584
16108,2014,1162,121,1162,73,279500.0,10448,541,12552,819
16108,2015,17518,255,17518,260,237219.0,9557,356,11197,623
16108,2016,17791,244,17791,307,241348.0,14495,275,11384,596
16108,2017,17809,206,17809,349,253355.0,9809,317,11457,533
16109,2014,758,90,758,225,289406.0,6114,328,8305,811
16109,2015,11922,70,11922,616,293488.0,6041,227,8474,811
16109,2016,11740,77,11740,650,313907.0,9358,169,8290,660
16109,2017,11603,174,11603,713,309320.0,5941,137,8247,622
16110,2014,1459,184,1459,186,441520.0,5341,361,7022,663
16110,2015,11170,204,11170,122,497284.0,5662,346,7393,687
16110,2016,10294,247,10294,154,467442.0,8372,285,6877,638
16110,2017,10182,255,10182,197,483269.0,5320,208,6904,557
17001,2014,927,60,927,252,154958.0,7089,469,9486,965
17001,2015,13939,74,13939,634,155670.0,6907,418,9530,1056
17001,2016,13963,90,13963,568,207454.0,10857,352,9516,1032
17001,2017,13684,88,13684,568,211396.0,6747,354,9316,873
17002,2014,289,43,289,86,189033.0,1422,66,2110,221
17002,2015,3002,1,3002,156,203478.0,1388,58,2129,250
17002,2016,2989,0,2989,155,144310.0,2309,74,2093,208
17002,2017,2922,0,2922,185,74794.0,1275,34,2087,199
17003,2014,456,212,456,273,82267.0,8120,774,10700,1414
17003,2015,16930,489,16930,2492,85017.0,8144,703,10677,1138
17003,2016,16629,544,16629,2741,83873.0,12689,628,10405,1333
17003,2017,16313,525,16313,2677,79119.0,7761,517,10381,1153
17004,2014,107,10,107,76,44875.0,547,10,780,56
17004,2015,1036,8,1036,142,44750.0,552,9,732,53
17004,2016,973,12,973,101,41902.0,755,9,707,58
17004,2017,867,12,867,99,41500.0,490,10,620,39
17005,2014,1539,235,1539,183,395739.0,9290,707,11639,983
17005,2015,17360,666,17360,479,316509.0,8471,641,10616,796
17005,2016,17310,628,17310,480,350705.0,13648,598,10777,809
17005,2017,17114,494,17114,493,325277.0,8399,570,10490,784
17007,2014,204,18,204,69,72330.0,944,5,1420,94
17007,2015,1907,9,1907,85,76302.0,945,10,1450,98
17007,2016,2107,6,2107,93,133995.0,1772,22,1582,81
17007,2017,1912,10,1912,105,97098.0,979,13,1410,76
17010,2014,782,110,782,102,465443.0,2744,103,4066,270
17010,2015,5335,7,5335,71,445707.0,2765,91,4031,290
17010,2016,5338,6,5338,84,483058.0,4402,87,4023,247
17010,2017,5376,10,5376,84,492853.0,2815,63,4015,209
17011,2014,909,87,909,97,474992.0,5044,147,6812,452
17011,2015,9700,33,9700,156,470828.0,4995,136,6871,392
17011,2016,9546,37,9546,170,468358.0,7795,135,6727,342
17011,2017,9462,58,9462,204,499799.0,4573,156,6628,316
17012,2014,306,28,306,75,121065.0,2558,144,3377,252
17012,2015,5505,36,5505,171,179043.0,2939,165,3901,306
17012,2016,4790,55,4790,136,115380.0,3847,135,3340,261
17012,2017,4824,41,4824,106,116933.0,2499,94,3417,260
17013,2014,158,6,158,20,39000.0,804,55,1179,116
17013,2015,1598,9,1598,33,84274.0,771,39,1156,104
17013,2016,1590,0,1590,47,42188.0,1311,52,1138,92
17013,2017,1484,0,1484,55,41250.0,769,24,1038,83
17014,2014,118,10,118,10,40625.0,265,3,515,39
17014,2015,765,9,765,0,36310.0,290,3,533,38
17014,2016,746,7,746,0,48750.0,606,7,525,29
17014,2017,877,10,877,41,52308.0,399,16,564,33
17015,2014,808,110,808,186,278650.0,7476,465,10000,951
17015,2015,15259,211,15259,874,285610.0,7603,413,10190,1022
17015,2016,15175,167,15175,898,230668.0,11954,358,10185,1087
17015,2017,15183,211,15183,795,239576.0,7108,222,10140,995
17016,2014,1016,131,1016,229,370496.0,4916,118,6805,365
17016,2015,9585,55,9585,357,366915.0,4963,120,6732,373
17016,2016,9680,75,9680,311,364286.0,7692,173,6760,478
17016,2017,9489,64,9489,278,382479.0,5006,169,6703,547
17017,2014,1194,269,1194,362,285143.0,8613,717,11697,1448
17017,2015,17128,1026,17128,772,264462.0,8079,629,11686,1474
17017,2016,16822,1034,16822,942,213080.0,13339,629,11468,1342
17017,2017,16532,1119,16532,1265,248145.0,7854,570,11319,1343
17018,2014,800,114,800,234,363695.0,4831,114,5449,454
17018,2015,8738,148,8738,475,342179.0,4900,122,5533,442
17018,2016,8671,103,8671,489,359695.0,6920,92,5534,315
17018,2017,8686,123,8686,525,398904.0,4916,95,5582,333
17019,2014,340,30,340,74,151875.0,1016,39,1356,103
17019,2015,2044,0,2044,86,159417.0,1086,57,1419,116
17019,2016,1940,0,1940,119,146950.0,1563,47,1366,88
17019,2017,1789,0,1789,147,188976.0,985,17,1260,92
17021,2014,660,74,660,106,279716.0,4508,272,6071,541
17021,2015,9064,40,9064,300,221618.0,4692,301,6080,521
17021,2016,8990,71,8990,297,270602.0,7235,248,5901,452
17021,2017,8685,64,8685,291,276403.0,4622,220,5827,481
17022,2014,812,53,812,133,242765.0,3097,111,4420,451
17022,2015,5901,11,5901,293,244132.0,2959,93,4310,482
17022,2016,6028,14,6028,288,252545.0,4895,81,4397,523
17022,2017,5738,18,5738,258,246917.0,2901,73,4264,504
17023,2014,144,10,144,35,53313.0,675,17,905,53
17023,2015,1279,6,1279,88,55125.0,712,6,907,50
17023,2016,1288,9,1288,78,57586.0,1066,16,924,48
17023,2017,1340,1,1340,106,49167.0,665,13,923,53
17024,2014,1563,212,1563,575,464261.0,19826,1234,22941,7094
17024,2015,39626,789,39626,19110,470882.0,20035,1196,23323,7130
17024,2016,39545,826,39545,19111,460815.0,28746,1344,23352,6738
17024,2017,39748,824,39748,19396,485552.0,20412,1206,23434,6827
17025,2014,1493,220,1493,360,355136.0,10697,764,14419,1389
17025,2015,21299,730,21299,995,314495.0,10036,639,13928,1341
17025,2016,21197,808,21197,1072,331863.0,17200,676,14342,1452
17025,2017,21046,907,21046,927,312535.0,10060,608,14432,1647
17026,2014,404,83,404,156,176793.0,1767,54,2440,358
17026,2015,3600,29,3600,698,182235.0,1716,78,2358,346
17026,2016,3579,19,3579,738,173320.0,2879,120,2316,306
17026,2017,3377,24,3377,762,172917.0,1617,123,2148,315
17027,2014,301,21,301,154,53452.0,1679,52,1997,221
17027,2015,3029,25,3029,148,53529.0,1650,38,2006,271
17027,2016,2982,21,2982,142,58450.0,2390,34,2117,209
17027,2017,2929,20,2929,181,56167.0,1514,28,2096,220
17028,2014,855,169,855,169,306183.0,3306,150,5293,571
17028,2015,7240,258,7240,311,370576.0,3400,143,5398,537
17028,2016,7311,298,7311,371,378759.0,6175,140,5393,462
17028,2017,7077,245,7077,386,366733.0,3267,117,5235,463
17029,2014,2302,292,2302,306,747445.0,21943,1607,24999,2990
17029,2015,41128,903,41128,7087,819855.0,21731,1441,25149,2807
17029,2016,41147,893,41147,7192,763556.0,32806,1353,25407,2641
17029,2017,40794,802,40794,7263,794562.0,22112,1237,25104,2576
17030,2014,880,88,880,145,273915.0,3094,188,4829,485
17030,2015,6290,31,6290,197,325540.0,2974,164,4645,441
17030,2016,6186,14,6186,193,309795.0,5055,185,4559,434
17030,2017,6153,21,6153,225,227875.0,2819,199,4472,465
17031,2014,2552,212,2552,251,713079.0,10109,636,14547,1734
17031,2015,22537,531,22537,437,814468.0,10198,444,14891,1617
17031,2016,22814,517,22814,544,854268.0,17843,336,15270,1521
17031,2017,22311,486,22311,575,873231.0,9969,287,15034,1533
17032,2014,573,28,573,70,118046.0,2449,169,3726,634
17032,2015,5258,7,5258,141,126102.0,2401,143,3654,522
17032,2016,5067,35,5067,142,126464.0,4084,133,3623,468
17032,2017,4923,38,4923,150,132134.0,2401,131,3579,471
17033,2014,661,257,661,428,137680.0,19428,868,21351,6192
17033,2015,36939,864,36939,17804,119560.0,19445,906,21409,6016
17033,2016,36784,888,36784,17908,116834.0,26439,930,21390,5970
17033,2017,36917,814,36917,18160,127744.0,19514,921,21480,6178
17034,2014,775,45,775,102,158343.0,3312,250,4475,523
17034,2015,6791,4,6791,50,195928.0,3230,160,4547,436
17034,2016,6755,0,6755,54,190643.0,5272,80,4656,420
17034,2017,6846,2,6846,65,131168.0,3190,131,4771,434
17035,2014,454,76,454,234,105804.0,2240,130,3307,411
17035,2015,4858,26,4858,294,136914.0,2412,125,3335,370
17035,2016,4845,39,4845,244,141052.0,3833,129,3199,283
17035,2017,4853,47,4853,194,80918.0,2270,131,3147,257
17036,2014,239,69,239,74,145161.0,3100,202,4132,513
17036,2015,5997,87,5997,730,152096.0,3079,125,4077,442
17036,2016,5984,66,5984,716,138323.0,4647,112,4095,354
17036,2017,5952,19,5952,716,138191.0,2996,123,4031,211
17037,2014,1659,350,1659,374,533194.0,15356,1019,20263,2800
17037,2015,29275,749,29275,4247,496489.0,14653,884,19858,2616
17037,2016,28487,611,28487,4198,455996.0,22849,699,19569,2544
17037,2017,28401,620,28401,4234,443329.0,14181,480,19655,2339
17038,2014,351,35,351,123,124110.0,1374,57,1743,159
17038,2015,2664,22,2664,160,135514.0,1436,55,1769,160
17038,2016,2637,35,2637,152,141735.0,2133,51,1718,142
17038,2017,2632,37,2632,161,150669.0,1367,40,1712,169
17039,2014,594,95,594,68,112443.0,2336,121,2999,451
17039,2015,4892,47,4892,160,113722.0,2367,103,3117,433
17039,2016,4821,55,4821,197,114213.0,3592,142,3020,391
17039,2017,4884,63,4884,209,115101.0,2363,125,3031,412
17040,2014,129,6,129,10,41518.0,448,10,622,51
17040,2015,937,5,937,4,42024.0,414,5,634,52
17040,2016,956,4,956,2,49375.0,737,5,643,56
17040,2017,991,5,991,1,53125.0,463,7,661,55
17041,2014,311,14,311,127,92375.0,1504,61,2032,245
17041,2015,2881,8,2881,222,96169.0,1492,48,1966,226
17041,2016,2765,7,2765,211,99135.0,2201,42,1917,214
17041,2017,2769,10,2769,179,98094.0,1393,57,1852,220
17042,2014,1566,208,1566,429,586850.0,18707,883,19914,1402
17042,2015,32685,353,32685,1729,588195.0,18786,820,20241,1412
17042,2016,32726,356,32726,1703,617343.0,26513,644,20242,1416
17042,2017,32656,314,32656,1706,580599.0,18300,531,20040,1401
17043,2014,717,82,717,149,284231.0,2346,164,3398,281
17043,2015,4722,27,4722,192,269353.0,2394,192,3421,285
17043,2016,4667,83,4667,278,260764.0,3855,155,3418,361
17043,2017,4733,86,4733,285,275486.0,2212,127,3385,368
17044,2014,646,111,646,110,249840.0,4081,238,5173,420
17044,2015,7821,289,7821,185,253165.0,3985,222,5019,332
17044,2016,7645,287,7645,210,260912.0,6037,195,4967,319
17044,2017,7641,308,7641,260,266506.0,3851,163,4929,302
17045,2014,693,139,693,63,304358.0,1877,54,2653,170
17045,2015,3832,81,3832,89,359189.0,2045,50,2799,215
17045,2016,3895,79,3895,99,357576.0,3273,40,2874,211
17045,2017,3866,106,3866,92,338876.0,1902,32,2853,204
17046,2014,451,75,451,110,222938.0,2544,100,3039,338
17046,2015,4743,67,4743,163,219469.0,2540,96,3080,365
17046,2016,4738,51,4738,205,225954.0,3937,114,3116,313
17046,2017,4748,56,4748,213,215194.0,2462,90,3075,326
17047,2014,197,39,197,88,95644.0,1620,94,2234,272
17047,2015,3487,30,3487,94,99023.0,1713,127,2321,276
17047,2016,3955,45,3955,146,155240.0,2999,123,2515,287
17047,2017,3815,85,3815,137,166099.0,1980,139,2425,284
17049,2014,158,22,158,62,33811.0,1285,97,1817,183
17049,2015,2813,30,2813,167,34643.0,1246,75,1847,171
17049,2016,2710,25,2710,143,36532.0,2153,56,1806,147
17049,2017,2725,19,2725,175,39209.0,1288,45,1820,149
17050,2014,304,32,304,34,123526.0,1243,38,1710,190
17050,2015,2176,2,2176,93,100288.0,1133,16,1565,148
17050,2016,2166,4,2166,102,106378.0,1736,18,1642,154
17050,2017,2192,4,2192,101,113073.0,1130,21,1615,113
17051,2014,171,28,171,108,58190.0,2528,71,3217,516
17051,2015,5032,30,5032,1743,54915.0,2426,68,3197,537
17051,2016,4909,4,4909,1711,53929.0,3592,77,3085,498
17051,2017,5116,5,5116,1770,58007.0,2402,105,3179,604
17052,2014,4155,493,4155,1110,760135.0,32383,2053,44545,5306
17052,2015,66616,1909,66616,5608,795190.0,32717,1825,45306,5490
17052,2016,66111,1895,66111,5685,780019.0,52759,1614,45236,5748
17052,2017,65683,1791,65683,5851,839579.0,32517,1562,45069,5621
17053,2014,1226,244,1226,375,227349.0,8521,874,12096,1235
17053,2015,18328,741,18328,1295,229818.0,8554,740,12156,1194
17053,2016,18395,739,18395,1141,272603.0,14449,525,12422,1164
17053,2017,18208,680,18208,762,297548.0,8334,373,12284,1132
17054,2014,1303,134,1303,201,404629.0,7430,527,10386,1056
17054,2015,14175,217,14175,328,284460.0,6998,427,9736,883
17054,2016,14604,246,14604,294,391554.0,11542,344,9967,898
17054,2017,14323,201,14323,321,407123.0,7018,252,9792,751
17055,2014,188,20,188,89,105365.0,981,35,1279,139
17055,2015,1822,0,1822,142,112813.0,982,26,1298,103
17055,2016,1816,0,1816,135,112868.0,1477,14,1307,91
17055,2017,1736,0,1736,144,110217.0,959,29,1243,94
17056,2014,183,23,183,192,85708.0,1167,40,1389,274
17056,2015,2174,22,2174,762,87461.0,1160,37,1345,230
17056,2016,2126,18,2126,695,88210.0,1626,12,1423,268
17056,2017,2125,9,2125,787,80956.0,1026,21,1383,303
17057,2014,550,392,550,365,108202.0,16051,1252,16938,1700
17057,2015,29822,5499,29822,4018,109481.0,16445,1222,16991,1470
17057,2016,45125,7788,45125,6958,143292.0,32058,1503,22336,1781
17057,2017,45403,7824,45403,7180,157308.0,24468,1224,22290,1477
17058,2014,7905,4846,7905,5739,625538.0,90838,10343,114723,22500
17058,2015,183262,39380,183262,44722,618788.0,91892,9545,116071,22638
17058,2016,184650,38872,184650,45596,646856.0,138772,8060,117213,23430
17058,2017,186327,38155,186327,46628,676018.0,92520,7028,118674,22926
17059,2014,706,59,706,201,237034.0,2787,179,4197,518
17059,2015,6047,8,6047,240,228021.0,2907,160,4279,433
17059,2016,5065,25,5065,205,184896.0,4131,143,3612,335
17059,2017,4934,14,4934,218,184446.0,2559,121,3514,252
17060,2014,270,47,270,146,151069.0,1434,46,2000,270
17060,2015,2724,27,2724,466,156629.0,1368,25,1975,323
17060,2016,2737,40,2737,502,156121.0,2176,21,1936,302
17060,2017,2697,39,2697,500,155240.0,1352,40,1905,318
17061,2014,420,42,420,52,295303.0,1082,34,1577,142
17061,2015,1574,15,1574,29,204970.0,766,25,1098,109
17061,2016,2176,21,2176,22,287295.0,1693,35,1530,162
17061,2017,1580,20,1580,22,206881.0,755,10,1113,101
17062,2014,278,56,278,47,216571.0,1060,68,1476,155
17062,2015,2300,0,2300,77,134336.0,1228,63,1711,164
17062,2016,2279,1,2279,80,186306.0,1881,48,1692,144
17062,2017,2191,1,2191,81,172614.0,1117,43,1662,160
17063,2014,375,42,375,244,106438.0,1942,64,2466,472
17063,2015,3880,34,3880,1184,99230.0,1940,35,2460,557
17063,2016,3795,34,3795,1203,97669.0,2795,43,2403,553
17063,2017,3759,27,3759,1217,102422.0,1816,74,2353,530
17064,2014,5470,1418,5470,1873,374961.0,66201,4463,64449,3482
17064,2015,118562,4627,118562,6627,438854.0,67957,4045,67376,3472
17064,2016,119636,4522,119636,6817,446266.0,99403,3637,68161,3538
17064,2017,121240,4866,121240,7199,480489.0,69728,3260,69594,3500
17065,2014,2069,986,2069,852,349994.0,25687,1957,37990,3300
17065,2015,54479,6284,54479,4110,283173.0,24235,1431,35865,3301
17065,2016,54767,6573,54767,4344,291027.0,42906,1171,36496,3250
17065,2017,54916,6676,54916,4556,304158.0,25074,1116,36842,3339
17066,2014,226,20,226,157,138089.0,1143,33,1444,290
17066,2015,1908,0,1908,623,55268.0,940,35,1212,278
17066,2016,1896,8,1896,699,57788.0,1404,28,1241,257
17066,2017,1886,15,1886,580,55000.0,966,26,1278,208
17067,2014,1461,396,1461,1186,335144.0,15240,1151,17325,5630
17067,2015,30196,947,30196,15931,300394.0,15500,1221,17366,5728
17067,2016,29695,1076,29695,15879,300139.0,21353,1125,17134,5443
17067,2017,28914,1165,28914,15795,295247.0,14655,983,16957,5133
17068,2014,206,12,206,33,84545.0,1274,71,1833,167
17068,2015,2550,5,2550,66,85158.0,1277,66,1823,125
17068,2016,2529,5,2529,65,92647.0,2018,59,1765,109
17068,2017,2537,4,2537,81,93486.0,1281,53,1830,121
17069,2014,395,58,395,272,114114.0,3130,124,3860,223
17069,2015,5827,63,5827,339,115340.0,3118,149,3798,183
17069,2016,5760,74,5760,278,119330.0,4648,92,3770,159
17069,2017,5593,109,5593,239,115711.0,3126,131,3697,196
17070,2014,632,101,632,186,179610.0,4569,332,5693,638
17070,2015,8831,173,8831,1082,184797.0,4571,249,5571,679
17070,2016,8899,196,8899,1084,183920.0,7031,236,5594,639
17070,2017,8897,187,8897,1072,194464.0,4650,298,5666,618
17071,2014,3471,1500,3471,1533,457093.0,48199,2134,43349,1936
17071,2015,88397,5695,88397,7452,441034.0,48515,2241,43764,2094
17071,2016,73035,3546,73035,4736,431056.0,61736,1953,38669,1817
17071,2017,72544,3374,72544,4842,440165.0,41380,1878,38740,1632
17073,2014,514,29,514,115,118048.0,1983,147,3096,368
17073,2015,3938,6,3938,98,119037.0,1826,121,2885,333
17073,2016,4014,8,4014,65,120408.0,3160,77,2833,306
17073,2017,3890,1,3890,83,113885.0,1819,68,2785,298
17074,2014,1047,100,1047,172,500332.0,4617,123,6178,505
17074,2015,8354,42,8354,217,468769.0,4375,118,5845,339
17074,2016,8425,39,8425,247,424621.0,6626,139,5840,369
17074,2017,8344,27,8344,294,496261.0,4358,188,5779,433
17075,2014,968,96,968,298,228009.0,10533,307,13080,1343
17075,2015,19140,239,19140,738,240365.0,10632,293,12932,1154
17075,2016,19159,222,19159,740,249931.0,15107,255,12847,1136
17075,2017,18995,188,18995,744,245937.0,10439,246,12526,1015
17076,2014,382,71,382,134,101922.0,1940,65,2450,325
17076,2015,3805,37,3805,544,108342.0,1929,52,2433,338
17076,2016,3625,39,3625,531,109573.0,2784,33,2335,326
17076,2017,3441,31,3441,585,114530.0,1722,38,2218,359
17077,2014,606,62,606,153,279919.0,1990,64,2734,236
17077,2015,3386,1,3386,125,202260.0,1761,60,2386,168
17077,2016,3518,14,3518,122,320959.0,2738,61,2399,136
17077,2017,3562,13,3562,135,352022.0,1811,58,2463,156
17078,2014,628,38,628,49,209134.0,2440,156,3229,308
17078,2015,4484,18,4484,133,198713.0,2372,157,3125,267
17078,2016,4331,5,4331,128,191112.0,3467,149,3046,219
17078,2017,4301,6,4301,86,213484.0,2370,114,3044,220
17079,2014,604,41,604,224,172630.0,1435,19,2107,204
17079,2015,3425,28,3425,307,221418.0,1662,35,2348,260
17079,2016,3374,13,3374,365,232708.0,2595,47,2284,280
17079,2017,3619,12,3619,432,248982.0,1819,36,2463,321
17080,2014,293,6,293,48,44306.0,1314,70,1977,349
17080,2015,2676,5,2676,113,49118.0,1278,69,1947,192
17080,2016,2680,5,2680,149,51406.0,2204,31,1964,212
17080,2017,2714,4,2714,106,54254.0,1298,26,2028,210
17081,2014,263,10,263,47,39250.0,1582,117,2282,414
17081,2015,3334,7,3334,92,45882.0,1629,100,2249,335
17081,2016,3249,8,3249,98,46788.0,2567,81,2204,267
17081,2017,3319,8,3319,106,46507.0,1686,78,2158,247
17082,2014,232,24,232,150,148178.0,1211,40,1717,146
17082,2015,2302,16,2302,283,89407.0,1172,38,1663,158
17082,2016,2251,15,2251,313,94806.0,1800,44,1593,152
17082,2017,2235,7,2235,319,99643.0,1119,32,1588,158
17083,2014,1677,292,1677,650,458121.0,16174,824,21642,2113
17083,2015,33218,583,33218,3783,492845.0,16449,731,22100,2193
17083,2016,33318,648,33318,3826,512673.0,26162,594,22295,2024
17083,2017,33250,700,33250,3892,500730.0,16704,473,22189,1893
17084,2014,467,91,467,98,139802.0,2498,44,3792,524
17084,2015,5184,136,5184,277,142648.0,2419,48,3779,513
17084,2016,5060,149,5060,274,145798.0,4114,49,3654,484
17084,2017,5029,131,5029,291,154550.0,2357,71,3598,341
17085,2014,133,13,133,21,49770.0,1274,59,1670,57
17085,2015,2300,13,2300,111,49737.0,1223,56,1615,66
